English Text,Screen/Context,Notes
); } // ✅ CRITICAL: Update server state and reset session counter // After syncing to server: // 1. Update serverSteps with the capped total // 2. Reset sessionRaceSteps to 0 (those steps are now in serverSteps) baseline.serverSteps = cappedTotalRaceSteps; baseline.sessionRaceSteps = 0; updateCount++; dev.log(,Race Step Sync Service (Common/Shared),String Literal
); return; } if (_activeRaceIds.isEmpty) { dev.log(,Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
); // Add the health sync delta to cumulative counter _cumulativeSteps += stepsDelta; dev.log(,Race Step Sync Service (Common/Shared),String Literal
); // Add the delta to each race,Race Step Sync Service (Common/Shared),String Literal
: session steps $before → ${baseline.sessionRaceSteps} (+$stepsDelta),Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
"🔓 [RACE_SYNC] Releasing lock, baselines saved",Race Step Sync Service (Common/Shared),String Literal
❌ [RACE_SYNC] Error adding health sync steps: $e,Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
⏭️ [RACE_SYNC] Skipping duplicate request: $requestId (source: $source),Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ [RACE_SYNC] Invalid steps delta: $stepsDelta (requestId: $requestId),Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
"❌ [RACE_SYNC] ANOMALY: Step delta too large: $stepsDelta (requestId: $requestId, source: $source)",Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
"This will be capped at 20,000 steps to prevent abuse.",Race Step Sync Service (Common/Shared),String Literal
🏥 [RACE_SYNC] Processing health sync request:,Race Step Sync Service (Common/Shared),String Literal
Request ID: $requestId,Race Step Sync Service (Common/Shared); Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Source: $source,Race Step Sync Service (Common/Shared); Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Steps delta: $stepsDelta,Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
"🔒 [RACE_SYNC] Acquired lock, modifying baselines...",Race Step Sync Service (Common/Shared),String Literal
); _processedRequests.clear(); } dev.log(,Race Step Sync Service (Common/Shared),String Literal
"); } catch (e, stackTrace) { dev.log(",Race Step Sync Service (Common/Shared),"String Literal, Contains variable placeholder"
": isRunning.value,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _isInitialized,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": activeRaceCount.value,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": totalSyncCount.value,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": lastSyncTime.value,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _lastSyncedSteps,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _lastPedometerReading,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _cumulativeSteps,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise"
": hasError.value,",Race Step Sync Service (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
Invalid race ID or user not authenticated,Race Repository (Common/Shared),"String Literal, Error message"
User,Race Repository (Common/Shared),"String Literal, Likely button label - keep concise"
You are already a participant in this race,Race Repository (Common/Shared),String Literal
progress,Race Repository (Common/Shared),"String Literal, Likely button label - keep concise"
Successfully joined race!,Race Repository (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
Activity recognition permission not granted,Pedometer Service (Common/Shared),String Literal
Failed to initialize pedometer: $e,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ Permission granted - starting pedometer...,Pedometer Service (Common/Shared),String Literal
📱 Activity Recognition Permission: ${result.isGranted ?,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Question"
); } } else { // iOS doesn,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder"
📱 iOS: No explicit permission needed for pedometer,Pedometer Service (Common/Shared),String Literal
❌ Error requesting permissions: $e,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🚶 Starting pedometer streams...,Pedometer Service (Common/Shared),String Literal
✅ Pedometer streams started,Pedometer Service (Common/Shared),String Literal
❌ Error starting pedometer streams: $e,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Failed to start pedometer: $e,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
👣 Pedometer event: ${event.steps} steps at ${event.timeStamp},Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder"
📊 Session baseline set: $_sessionStartSteps steps,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder"
"⚠️ Pedometer reset detected, resetting baseline",Pedometer Service (Common/Shared),String Literal
📊 Incremental steps this session: $_incrementalSteps,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder"
❌ Error processing step count: $e,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
❌ Pedometer step count error: $error,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Step count error: $error,Pedometer Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); pedestrianStatus.value =,Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": isAvailable.value,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": isTracking,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _hasPermission,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": sessionDurationMinutes,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": currentStepCount.value,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _sessionStartSteps,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": _incrementalSteps,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
": pedestrianStatus.value,",Pedometer Service (Common/Shared),"String Literal, Likely button label - keep concise"
ℹ️ [HEART_RATE] Skipping health permission for guest user,Heart Rate Service (Common/Shared),String Literal
❌ [HEART_RATE] Heart rate data not available on this device,Heart Rate Service (Common/Shared),String Literal
"⚠️ [HEART_RATE] Heart rate permission not granted, requesting permission...",Heart Rate Service (Common/Shared),String Literal
❌ [HEART_RATE] Heart rate permission denied by user,Heart Rate Service (Common/Shared),String Literal
💡 [HEART_RATE] User can enable permissions in Android Health Connect app,Heart Rate Service (Common/Shared),String Literal
✅ [HEART_RATE] Heart rate permission granted successfully,Heart Rate Service (Common/Shared),"String Literal, Success message"
❌ [HEART_RATE] Error requesting heart rate permission: $permissionError,Heart Rate Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
💡 [HEART_RATE] This might be due to Health Connect not being installed or configured,Heart Rate Service (Common/Shared),String Literal
💓 [HEART_RATE] Latest heart rate: $heartRate BPM,Heart Rate Service (Common/Shared),"String Literal, Contains variable placeholder"
⚠️ [HEART_RATE] No recent heart rate data found,Heart Rate Service (Common/Shared),String Literal
❌ [HEART_RATE] Error fetching initial heart rate: $e,Heart Rate Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
; if (currentHeartRate.value == 0) return,Heart Rate Service (Common/Shared),String Literal
; if (averageHeartRate.value == 0) return,Heart Rate Service (Common/Shared),String Literal
profile_images,Firebase Storage Service (Common/Shared),"String Literal, Likely button label - keep concise"
Profile image uploaded successfully,Firebase Storage Service (Common/Shared),"String Literal, Success message"
Failed to upload image: ${e.message},Firebase Storage Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Profile image deleted successfully,Firebase Storage Service (Common/Shared),"String Literal, Success message"
Failed to delete image: ${e.message},Firebase Storage Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
); } final Reference userImagesRef = _storage .ref() .child(,Firebase Storage Service (Common/Shared),String Literal
Failed to delete old profile image: $e,Firebase Storage Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
Cleanup completed successfully,Firebase Storage Service (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
Failed to cleanup images: ${e.message},Firebase Storage Service (Common/Shared),"String Literal, Contains variable placeholder, Error message"
✅ [HEALTH_COORDINATOR] Initialized,Health Sync Coordinator (Common/Shared),"String Literal, Likely button label - keep concise"
⏭️ [HEALTH_COORDINATOR] Skipping duplicate request: $requestId,Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder"
⏭️ [HEALTH_COORDINATOR] No new steps to propagate (delta: $stepsDelta),Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder"
❌ [HEALTH_COORDINATOR] ANOMALY: Step delta too large: $stepsDelta steps (source: $source),Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder"
"Previous: $_lastProcessedSteps, Current: $steps",Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder"
"This propagation will be CAPPED at 20,000 steps to prevent abuse.",Health Sync Coordinator (Common/Shared),String Literal
"⏭️ [HEALTH_COORDINATOR] Skipping rapid sync (<5s since last, delta: $stepsDelta)",Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder"
🏥 [HEALTH_COORDINATOR] Propagating steps to races:,Health Sync Coordinator (Common/Shared),String Literal
Previous steps: $_lastProcessedSteps,Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Current steps: $steps,Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
Delta: $stepsDelta steps,Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
✅ [HEALTH_COORDINATOR] Propagation complete,Health Sync Coordinator (Common/Shared),"String Literal, Success message"
❌ [HEALTH_COORDINATOR] Error propagating to races: $e,Health Sync Coordinator (Common/Shared),"String Literal, Contains variable placeholder, Error message"
🔄 [HEALTH_COORDINATOR] State reset,Health Sync Coordinator (Common/Shared),String Literal
) .where((part) => part.contains(,Common Methods (Common/Shared),String Literal
).format(timeOnly); } catch (e3) { try { final timeOnly = DateFormat(,Common Methods (Common/Shared),"String Literal, Contains variable placeholder"
).format(timeOnly); } catch (e4) { return timePart; } } } return,Common Methods (Common/Shared),"String Literal, Contains variable placeholder"
; } catch (e2) { return,Common Methods (Common/Shared),"String Literal, Contains variable placeholder"
) .join(,Common Methods (Common/Shared),"String Literal, Likely button label - keep concise"
Critical Error: $message,Snackbar Utils (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise, Error message"
Critical Success: $message,Snackbar Utils (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise, Success message"
Critical Warning: $message,Snackbar Utils (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
login,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
failed,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
invalid,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise, Error message"
required,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
validation,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
password,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
email,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
auth,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
permission,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
$title $message,Snackbar Utils (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
welcome,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
account created,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
profile saved,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
registered,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
camera,Snackbar Utils (Common/Shared),"String Literal, Likely button label - keep concise"
]; title = json[,Race Data Model (Common/Shared),String Literal
]; raceTypeId = json[,Race Data Model (Common/Shared),String Literal
]; maxParticipants = json[,Race Data Model (Common/Shared),String Literal
]; minParticipants = json[,Race Data Model (Common/Shared),String Literal
]; joinedParticipants = json[,Race Data Model (Common/Shared),String Literal
]; startLat = (json[,Race Data Model (Common/Shared),String Literal
]; endAddress = json[,Race Data Model (Common/Shared),String Literal
]; isPrivate = json[,Race Data Model (Common/Shared),String Literal
]; raceScheduleTime = json[,Race Data Model (Common/Shared),String Literal
]; raceDeadline = json[,Race Data Model (Common/Shared),String Literal
]; durationHrs = json[,Race Data Model (Common/Shared),String Literal
]; durationMins = json[,Race Data Model (Common/Shared),String Literal
]; raceBanner = json[,Race Data Model (Common/Shared),String Literal
]; genderPreferenceId = json[,Race Data Model (Common/Shared),String Literal
]; organizerUserId = json[,Race Data Model (Common/Shared),String Literal
]; organizerName = json[,Race Data Model (Common/Shared),String Literal
]; totalDistance = (json[,Race Data Model (Common/Shared),String Literal
]; status = json[,Race Data Model (Common/Shared),String Literal
]; currentRank = json[,Race Data Model (Common/Shared),String Literal
]; distanceCovered = (json[,Race Data Model (Common/Shared),String Literal
] != null ? parseParticipants(json[,Race Data Model (Common/Shared),String Literal
"], (json[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
] = id; data[,Race Data Model (Common/Shared),String Literal
] = title; data[,Race Data Model (Common/Shared),String Literal
] = raceTypeId; data[,Race Data Model (Common/Shared),String Literal
] = maxParticipants; data[,Race Data Model (Common/Shared),String Literal
] = minParticipants; data[,Race Data Model (Common/Shared),String Literal
] = joinedParticipants; data[,Race Data Model (Common/Shared),String Literal
] = startLat; data[,Race Data Model (Common/Shared),String Literal
] = startLong; data[,Race Data Model (Common/Shared),String Literal
] = endLat; data[,Race Data Model (Common/Shared),String Literal
] = endLong; data[,Race Data Model (Common/Shared),String Literal
] = startAddress; data[,Race Data Model (Common/Shared),String Literal
] = endAddress; data[,Race Data Model (Common/Shared),String Literal
] = isPrivate; data[,Race Data Model (Common/Shared),String Literal
] = raceScheduleTime; data[,Race Data Model (Common/Shared),String Literal
] = raceDeadline; data[,Race Data Model (Common/Shared),String Literal
] = durationHrs; data[,Race Data Model (Common/Shared),String Literal
] = durationMins; data[,Race Data Model (Common/Shared),String Literal
] = raceBanner; data[,Race Data Model (Common/Shared),String Literal
] = genderPreferenceId; data[,Race Data Model (Common/Shared),String Literal
] = organizerUserId; data[,Race Data Model (Common/Shared),String Literal
] = organizerName; data[,Race Data Model (Common/Shared),String Literal
] = totalDistance; data[,Race Data Model (Common/Shared),String Literal
] = statusId; data[,Race Data Model (Common/Shared),String Literal
] = status; data[,Race Data Model (Common/Shared),String Literal
] = currentRank; data[,Race Data Model (Common/Shared),String Literal
] = distanceCovered; data[,Race Data Model (Common/Shared),String Literal
] = remainingDistance; data[,Race Data Model (Common/Shared),String Literal
] = avgSpeed; if (participants != null) { data[,Race Data Model (Common/Shared),"String Literal, Contains variable placeholder"
"], title: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], raceTypeId: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], maxParticipants: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], minParticipants: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], joinedParticipants: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], startLat: (data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], endAddress: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], isPrivate: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], raceScheduleTime: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
] is Timestamp ? (data[,Race Data Model (Common/Shared),String Literal
"], raceDeadline: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], durationHrs: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], durationMins: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], raceBanner: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], genderPreferenceId: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], organizerUserId: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], organizerName: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], totalDistance: (data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], status: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], currentRank: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"], distanceCovered: (data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
] != null ? parseParticipants(data[,Race Data Model (Common/Shared),String Literal
"], (data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
", distance: 0.0, remainingDistance: totalDistance, rank: 1, steps: 0, status:",Race Data Model (Common/Shared),String Literal
); return Participant( userId:,Race Data Model (Common/Shared),String Literal
] = id; if (title != null) data[,Race Data Model (Common/Shared),String Literal
] = title; if (raceTypeId != null) data[,Race Data Model (Common/Shared),String Literal
] = raceTypeId; if (maxParticipants != null) data[,Race Data Model (Common/Shared),String Literal
] = maxParticipants; if (minParticipants != null) data[,Race Data Model (Common/Shared),String Literal
] = minParticipants; if (joinedParticipants != null) data[,Race Data Model (Common/Shared),String Literal
] = joinedParticipants; if (startLat != null) data[,Race Data Model (Common/Shared),String Literal
] = startLat; if (startLong != null) data[,Race Data Model (Common/Shared),String Literal
] = startLong; if (endLat != null) data[,Race Data Model (Common/Shared),String Literal
] = endLat; if (endLong != null) data[,Race Data Model (Common/Shared),String Literal
] = endLong; if (startAddress != null) data[,Race Data Model (Common/Shared),String Literal
] = startAddress; if (endAddress != null) data[,Race Data Model (Common/Shared),String Literal
] = endAddress; if (isPrivate != null) data[,Race Data Model (Common/Shared),String Literal
] = isPrivate; if (raceScheduleTime != null) { data[,Race Data Model (Common/Shared),"String Literal, Contains variable placeholder"
] = DateTime.tryParse(raceScheduleTime!) != null ? Timestamp.fromDate(DateTime.parse(raceScheduleTime!)) : raceScheduleTime; } if (raceDeadline != null) { data[,Race Data Model (Common/Shared),"String Literal, Contains variable placeholder"
] = DateTime.tryParse(raceDeadline!) != null ? Timestamp.fromDate(DateTime.parse(raceDeadline!)) : raceDeadline; } if (durationHrs != null) data[,Race Data Model (Common/Shared),String Literal
] = durationHrs; if (durationMins != null) data[,Race Data Model (Common/Shared),String Literal
] = durationMins; if (raceBanner != null) data[,Race Data Model (Common/Shared),String Literal
] = raceBanner; if (genderPreferenceId != null) data[,Race Data Model (Common/Shared),String Literal
] = genderPreferenceId; if (organizerUserId != null) data[,Race Data Model (Common/Shared),String Literal
] = organizerUserId; if (organizerName != null) data[,Race Data Model (Common/Shared),String Literal
] = organizerName; if (totalDistance != null) data[,Race Data Model (Common/Shared),String Literal
] = totalDistance; if (statusId != null) data[,Race Data Model (Common/Shared),String Literal
] = statusId; if (status != null) data[,Race Data Model (Common/Shared),String Literal
] = status; if (currentRank != null) data[,Race Data Model (Common/Shared),String Literal
] = currentRank; if (distanceCovered != null) data[,Race Data Model (Common/Shared),String Literal
] = distanceCovered; if (remainingDistance != null) data[,Race Data Model (Common/Shared),String Literal
] = remainingDistance; if (avgSpeed != null) data[,Race Data Model (Common/Shared),String Literal
] = leaderPreview; } data[,Race Data Model (Common/Shared),String Literal
", userName: json[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
", distance: (json[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"] ?? 1, steps: json[",Race Data Model (Common/Shared),String Literal
"] ?? 0, status: json[",Race Data Model (Common/Shared),String Literal
", lastUpdated: json[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
] != null ? DateTime.parse(json[,Race Data Model (Common/Shared),String Literal
"], calories: json[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"] ?? 0, avgSpeed: (json[",Race Data Model (Common/Shared),String Literal
"] ?? false, completedAt: json[",Race Data Model (Common/Shared),"String Literal, Success message"
": rank,",Race Data Model (Common/Shared); Participants Race Model (Common/Shared),"String Literal, Likely button label - keep concise"
": status,",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
": userProfilePicture,",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
": isCompleted,",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise, Success message"
", userName: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
", distance: (data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"] ?? 1, steps: data[",Race Data Model (Common/Shared),String Literal
"] ?? 0, status: data[",Race Data Model (Common/Shared),String Literal
", lastUpdated: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
] as Timestamp).toDate() : DateTime.parse(data[,Race Data Model (Common/Shared),String Literal
"], calories: data[",Race Data Model (Common/Shared),"String Literal, Likely button label - keep concise"
"] ?? 0, avgSpeed: (data[",Race Data Model (Common/Shared),String Literal
"] ?? false, completedAt: data[",Race Data Model (Common/Shared),"String Literal, Success message"
": lastUpdated != null ? Timestamp.fromDate(lastUpdated!) : Timestamp.fromDate(DateTime.now()),",Race Data Model (Common/Shared),String Literal
": completedAt != null ? Timestamp.fromDate(completedAt!) : null,",Race Data Model (Common/Shared),"String Literal, Success message"
Login to Join,Race Button Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Requested,Race Button Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Join,Race Button Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Request to Join,Race Button Utils (Common/Shared),"String Literal, Likely button label - keep concise"
Error sending join request: $e,Race Button Utils (Common/Shared),"String Literal, Contains variable placeholder, Error message"
t join if already a participant if (race.participants?.any((p) => p.userId == currentUserId) == true) { return false; } // Can,Race Button Utils (Common/Shared),"String Literal, Contains variable placeholder"
t join if race is completed if (race.status ==,Race Button Utils (Common/Shared),"String Literal, Success message"
Race Invitation 🏃‍♂️,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
$inviterName invited you to join,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
": inviterName,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": inviterUserId, if (startTime != null)",Notification Helpers (Common/Shared),String Literal
": startTime, if (distance != null)",Notification Helpers (Common/Shared),String Literal
": distance, if (location != null)",Notification Helpers (Common/Shared),String Literal
; final message =,Notification Helpers (Common/Shared),String Literal
": participantCount, if (estimatedDuration != null)",Notification Helpers (Common/Shared),String Literal
": estimatedDuration,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
; message =,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
; break; case 2: title =,Notification Helpers (Common/Shared),String Literal
; break; case 3: title =,Notification Helpers (Common/Shared),String Literal
; break; default: title =,Notification Helpers (Common/Shared),String Literal
": completionTime,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": distanceCovered, if (avgSpeed != null)",Notification Helpers (Common/Shared),String Literal
) { message =,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
re ready!,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Your $raceType race,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder, Likely button label - keep concise"
: title =,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
; break; case,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
t forget!,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
1day,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Race Tomorrow 📅,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": reminderType,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": startTime,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": mutualFriends, if (mutualFriendNames != null)",Notification Helpers (Common/Shared),String Literal
": mutualFriendNames,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
", userId: friendUserId, userName: friendName, thumbnail: friendProfilePic, metadata: {",Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
": achievementName,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": achievementDescription,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
; icon =,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": goalType,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": goalValue,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": actualValue,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
", icon: icon, metadata: {",Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
re #$rank in $category $metric with $value!,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
metric,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
value,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
🌟 Hall of Fame notification sent: #$rank in $category $metric,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
started,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Marathon Started! 🏃‍♀️,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
$marathonName has begun! Join now!,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
milestone,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Marathon Milestone! 🎯,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Milestone reached in $marathonName!,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
; message = description ??,Notification Helpers (Common/Shared),"String Literal, Question"
": marathonName,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": eventType, if (participantCount != null)",Notification Helpers (Common/Shared),String Literal
": participantCount, if (timeRemaining != null)",Notification Helpers (Common/Shared),String Literal
": timeRemaining,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": version,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": updateDescription,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": isRequired,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
": duration, if (description != null)",Notification Helpers (Common/Shared),String Literal
": description,",Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
", distance: 5.0, location:",Notification Helpers (Common/Shared); Unified Notification Test (Common/Shared),String Literal
", achievementDescription:",Notification Helpers (Common/Shared); Unified Notification Test (Common/Shared),"String Literal, Likely button label - keep concise"
", xpEarned: 100, achievementIcon:",Notification Helpers (Common/Shared),String Literal
; } switch (number % 10) { case 1: return,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
; } else if (targetDate == tomorrow) { dateStr =,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
; } else { dateStr =,Notification Helpers (Common/Shared),"String Literal, Contains variable placeholder"
; } final timeStr =,Notification Helpers (Common/Shared),String Literal
; return,Notification Helpers (Common/Shared),"String Literal, Likely button label - keep concise"
Debug Info,Unified Notification Test (Common/Shared),"Text Widget, Likely button label - keep concise"
Local Test 🧪,Unified Notification Test (Common/Shared),"AppBar Title, Likely button label - keep concise"
Unified Test 🔗,Unified Notification Test (Common/Shared),"AppBar Title, Likely button label - keep concise"
Test Race Invite,Unified Notification Test (Common/Shared),"AppBar Title, Likely button label - keep concise"
Test Achievement,Unified Notification Test (Common/Shared),"AppBar Title, Likely button label - keep concise"
Quick Test ⚡,Unified Notification Test (Common/Shared),"AppBar Title, Likely button label - keep concise"
🧪 ====== UNIFIED NOTIFICATION SYSTEM TEST ======,Unified Notification Test (Common/Shared),String Literal
✅ ====== ALL UNIFIED NOTIFICATION TESTS PASSED ======,Unified Notification Test (Common/Shared),String Literal
